 092 |  272.55 |  274.62 | مشتاقانه برخورد کنند 
 093 |  274.98 |  278.43 | چطور ممکن است کسی صادقانه بتواند 
 094 |  278.64 |  283.65 | این تغییرِ صد و هشتاد درجه‌ای عاطفی بایسته را بپذیرد 
 095 |  283.92 |  286.17 | و در دلش بدگمان نباشد 
 096 |  286.53 |  292.29 | و کمابیش بدگمانی‌اش را با مجموعه‌ای از کجِ خلقی‌ها نشان ندهد 
 097 |  292.62 |  295.92 | که فرزندش به اشتباه در چنگِ کسی افتاده 
 098 |  296.13 |  297.06 | که اساسا 
 099 |  297.27 |  302.55 | برایِ این مسئولیتِ پیچیده و منحصر به فردِ مناسب نیست 
 100 |  303.15 |  303.78 | کرستن 
 101 |  303.99 |  307.92 | بعد از اولین باری که به بیمارستانِ ریگمور می‌روند 
 102 |  308.19 |  311.16 | نمی‌تواند جلویِ گریه‌اش را بگیرد 
 103 |  311.61 |  313.56 | وقتی به خانه برمی گردند 
 104 |  313.77 |  315.36 | بچه‌ها را میفرستد 
 105 |  315.57 |  317.94 | تا با دوستانِ شان بازی کنند 
 106 |  318.30 |  321.54 | او که در حالِ حاضر نمی‌تواند مادری کند 
 107 |  321.78 |  324.00 | کسی که سعی می‌کند هرگز 
 108 |  324.24 |  328.41 | با بیرون ریختنِ ناراحتی‌هاشِ دیگران را نترساند 
 109 |  328.68 |  329.70 | نیاز دارد 
 110 |  329.91 |  331.26 | مدتی دوباره 
 111 |  331.50 |  334.26 | نقشِ فرزندی خود را ایفا کند 
 112 |  334.83 |  336.00 | او نمی‌تواند 
 113 |  336.21 |  339.63 | بر وحشت و دلهره‌یِ خود از دیدنِ مادرش 
 114 |  339.84 |  341.73 | رنگِ پریده و ناتوان 
 115 |  341.94 |  345.03 | رویِ ملحفه‌هایِ آبیِ رنگِ بیمارستان 
 116 |  345.27 |  346.29 | غلبه کند 
 117 |  346.59 |  347.97 | چطور ممکن است 
 118 |  348.27 |  354.75 | او از جهاتی هنوز عمیقا دلبسته‌یِ چهره‌یِ ایست که در پنج یا شش سالگیش 
 119 |  354.99 |  357.63 | از مادرش به عنوانِ شخصیِ قوی 
 120 |  357.84 |  359.31 | توانا و مسئول 
 121 |  359.52 |  361.71 | در ذهنش نقش بسته_است 
 122 |  362.10 |  368.13 | کرستنِ همان موجودِ کوچولویی بود که حالا باید در هوا بالا گرفته_می‌شد 
 123 |  368.37 |  372.21 | و به او گفته_می‌شد که قرار است چه اتفاقی بیفتد 
 124 |  372.75 |  379.35 | او در سال‌هایِ بعد از رفتنِ پدرش سخت به این انسان مقتدر نیاز داشت 
 125 |  379.83 |  382.77 | هر دو خانمِ مک‌لیلانت میدانستند 
 126 |  382.98 |  386.01 | چطور هوایِ یکدیگر را داشته_باشند 
 127 |  386.31 |  388.02 | آنها یک تیم بودند 
 128 |  388.29 |  390.66 | درگیر بهترین نوعِ آشوب 
 129 |  391.05 |  392.10 | اکنون کرستنِ 
 130 |  392.34 |  395.61 | دوباره در راهروِ بیمارستان ریگمور است 
 131 |  395.88 |  400.17 | و از دکتری که جوان بودنش نگرانِ کننده است می‌پرسد 
 132 |  400.41 |  402.99 | چند ماه فرصت باقی مانده_است 
 133 |  403.35 |  405.21 | دنیا زیرورو می‌شود 
 134 |  406.05 |  408.72 | اعتقاد به اینکه پدرها و مادرها 
 135 |  408.99 |  413.01 | به نوعی دانش و تجربه‌یِ فوقالعاده دسترسی دارند 
 136 |  413.28 |  416.79 | از دورانِ کودکی در ما شکل می‌گیرد 
 137 |  417.24 |  419.55 | مدتی به طرزِ خیره‌یِ کننده‌ایِ 
 138 |  419.79 |  423.15 | کاردان و با کفایتِ بنظرمان میرسند 
 139 |  423.54 |  425.88 | احترامِ مبالغه آمیزِ ما 
 140 |  426.09 |  430.98 | متأثر کننده است و در عینِ حال شدیدا مشکلِ زا است 
 141 |  431.19 |  432.75 | چراکه باعث می‌شود 
 142 |  432.99 |  438.06 | وقتی به تدریج متوجه می‌شویم که آنها نیز اشتباه می‌کنند 
 143 |  438.30 |  440.52 | گاهی نامهربانی می‌کنند 
 144 |  440.73 |  445.35 | گاهی بی اعتنا هستند و کاملا نمیتوانند ما را 
 145 |  445.56 |  448.41 | از مشکلاتی خاص برحذر بدارند 
 146 |  448.71 |  451.32 | آنان را مقصرِ نهایی بدانیم 
 147 |  451.80 |  454.05 | ممکن است مدتی طول بکشد 
 148 |  454.29 |  457.83 | تا موضعی بخشنده‌تر در ما پدیدار شود 
 149 |  458.25 |  460.80 | شاید تا دهه‌یِ چهارمِ زندگی 
 150 |  461.01 |  464.04 | یا صحنه‌هایِ پایانی در بیمارستانِ 
 151 |  464.64 |  466.44 | شرایطِ جدیدِ آنان 
 152 |  466.68 |  468.09 | رنجور و هراسانِ 
 153 |  468.30 |  473.40 | ما را راجع به چیزی که همیشه از نظرِ روانشناسی درست بوده_است 
 154 |  473.61 |  475.14 | متقاعد می‌کند 
 155 |  475.44 |  478.65 | اینکه آنان موجوداتی آسیبِ پذیر 
 156 |  478.86 |  482.10 | و غیرقابلِ اتکا هستند که بیشتر 
 157 |  482.37 |  484.11 | اضطرابِ ترسِ 
 158 |  484.32 |  487.65 | عشقیِ خام و الزاماتِ ناخودآگاه‌
 159 |  487.89 |  490.20 | یِ برانگیزنده‌شان بوده_است 
 160 |  490.44 |  492.48 | تا نوعی خرد خداگونه 
 161 |  492.69 |  494.37 | و زلالیِ معنوی 
 162 |  494.82 |  497.67 | بنابراین نمیتوانند تا ابد 
 163 |  497.88 |  501.96 | مسئولِ ضعف‌هایِ خود یا یاس‌هایِ ما باشند 
 164 |  502.71 |  505.95 | در آن حالاتی که ربیع بالاخره می‌تواند 
 165 |  506.19 |  507.69 | از خودش رها شود 
 166 |  507.93 |  511.26 | تنها یکی دو نفر نیستند که او حس می‌کند 
 167 |  511.50 |  513.78 | می‌تواند به راحتی ببخشد 
 168 |  514.17 |  515.82 | حتی ممکن است این حس 
 169 |  516.09 |  517.95 | آنقدر شدید باشد 
 170 |  518.16 |  523.41 | که هیچ انسانی دیگر خارج از حلقه‌یِ مهرِ او قرار نگیرد 
 171 |  524.04 |  526.11 | او در جاهایی نیکی میبیند 
 172 |  526.32 |  528.24 | که انتظارش را ندارد 
 173 |  528.60 |  533.58 | تحتِ تأثیرِ خوبی و خیرخواهی مدیرِ شرکت قرار گرفته_است 
 174 |  533.85 |  534.78 | زنی بیوه 
 175 |  535.02 |  537.60 | در نیمه‌یِ دهه پنجمِ عمرش 
 176 |  537.81 |  539.31 | که پسرش تازگی 
 177 |  539.52 |  543.24 | برایِ تحصیل در دانشگاه به لیدز رفته_است 
 178 |  543.60 |  543.93 | او 
 179 |  544.14 |  545.88 | پرانرژی و قویست 
 180 |  546.09 |  551.04 | و این مهارت فوقالعاده ایست که او در هر ساعت از هر روز کاری 
 181 |  551.31 |  553.29 | از آن استفاده می‌کند 
 182 |  553.68 |  557.67 | او به دقتِ حالِ تمامیِ کارکنان را می‌پرسد 
 183 |  557.97 |  560.46 | تولدها را بخاطر می‌سپارد 
 184 |  560.70 |  562.56 | و دقایقِ بیکاری را 
 185 |  562.77 |  565.83 | با صحبت‌هایی همیشه دلگرم کننده 
 186 |  566.07 |  568.56 | و ملاطفتِ آمیز پر می‌کند 
 187 |  569.01 |  572.10 | ربیع وقتی جوانتر بود به هیچ وجه 
 188 |  572.31 |  576.12 | متوجه‌یِ چنین ابرازِ لطف جزئی نمیشد 
 189 |  576.45 |  577.41 | اما حالا 
 190 |  577.62 |  580.35 | انقدر از سویِ زندگی خوار شده 
 191 |  580.59 |  582.75 | که می‌داند باید دولا شود 
 192 |  582.96 |  587.76 | و موهبت‌هایِ کوچک را هر جا که ظاهر شوند بردارد 
 193 |  588.21 |  592.47 | او بدونِ اینکه تلاشِ چندانی کرده_باشد که به آن ببالد 
 194 |  592.71 |  595.23 | کمی آدمِ بهتری شده_است 
 195 |  595.77 |  600.00 | او به خاطرِ احساسِ نیازِ فراوان به محبتِ دیگران 
 196 |  600.27 |  602.67 | سخاوتمند‌تر هم شده_است 
 197 |  603.06 |  606.60 | وقتی دیگران کینه توزانه رفتار می‌کنند 
 198 |  606.84 |  610.86 | بیشتر علاقمند است به آرام کردنِ وضعیت 
 199 |  611.16 |  613.71 | و به صمیمیتی که موجب می‌شود 
 200 |  613.92 |  616.83 | در برابرِ بدِ جنسی و بدرفتاریِ 
 201 |  617.10 |  620.76 | برخوردی غیرِ متعصبانه‌تر داشته_باشد 
 202 |  621.24 |  622.95 | بدگمان شدن به دیگران 
 203 |  623.16 |  624.96 | کارِ خیلی آسانیست 
 204 |  625.23 |  628.47 | اما هیچ فایده‌ای برایِ ربیع ندارد 
 205 |  629.19 |  631.86 | او برایِ اولین بار در زندگیش 
 206 |  632.13 |  634.86 | متوجه‌یِ زیباییِ گل‌ها می‌شود 
 207 |  635.22 |  637.41 | به یاد دارد که در نوجوانی 
 208 |  637.62 |  640.17 | تقریبا از آنها متنفر بود 
 209 |  640.56 |  642.24 | به نظرش پوچ می‌آمد 
 210 |  642.48 |  646.80 | که کسی از چیزی به این کوچکی و موقتی لذت ببرد 
 211 |  647.13 |  648.69 | درحالیکه مسلما 
 212 |  648.90 |  652.65 | چیزهایِ بزرگ‌تر و دائمیِ طرح وجود دارند 
 213 |  652.86 |  655.38 | که می‌توان به آنها امید بست 
 214 |  655.68 |  659.94 | خودِ او خواهانِ چیزهایِ با شور و شکوه بود 
 215 |  660.33 |  662.55 | خود را به یک گلِ دلخوش کردن 
 216 |  662.79 |  666.06 | برایِ او نمادِ تسلیمیِ خطرناک بود 
 217 |  666.42 |  669.15 | اما حالا کم کم متوجه می‌شود 
 218 |  669.48 |  672.75 | عشق به گلها پیامدِ میانه‌یِ روی 
 219 |  672.96 |  675.39 | و کنار آمدن با یاس‌هاستِ 
 220 |  675.81 |  678.12 | قبل از اینکه شروع به ستایشِ 
 221 |  678.39 |  679.98 | ریشه‌یِ یک گلِ رز 
 222 |  680.19 |  683.13 | یا گلِ برگهایِ گل استکانی کنیم 
 223 |  683.34 |  686.40 | حتما باید ایرادی در کار بوده_باشد 
 224 |  686.85 |  688.83 | اما به محضِ اینکه دریابیم 
 225 |  689.04 |  693.57 | رویاهایِ بزرگ‌تر همیشه به نوعی در خطر هستند 
 226 |  693.78 |  695.37 | با رضایتِ خاطر 
 227 |  695.58 |  700.35 | به این جزیره‌هایِ کاملا آرام و لذتبخش روی میآوریم 
 228 |  700.95 |  702.03 | زندگیِ او 
 229 |  702.24 |  704.61 | به خاطرِ تصوراتِ خاصی 
 230 |  704.82 |  707.13 | که راجع به موفقیت داشته 
 231 |  707.40 |  709.92 | توام با سرِ خوردگی بوده_است 
 232 |  710.25 |  713.04 | اما این را هم میفهمد که در نهایتِ 
 233 |  713.31 |  715.62 | تمرکز صرف بر شکست 
 234 |  715.86 |  718.95 | به هیچ وجه دستاوردِ بزرگی نیست 
 235 |  719.34 |  723.18 | تواناییِ تشخیصِ بعدیِ بخشنده و امیدوار 
 236 |  723.42 |  726.03 | در زندگیِ شجاعت می‌خواهد 
 237 |  726.30 |  728.19 | همچنین دانستنِ اینکه 
 238 |  728.40 |  731.31 | فرد چطور با خودش دوست باشد 
 239 |  731.61 |  735.69 | زیرا فرد در برابرِ دیگران مسئولیتی دارد 
 240 |  735.90 |  738.30 | که باید آن را تاب بیاورد 
 241 |  738.87 |  739.80 | برخی اوقات 
 242 |  740.01 |  742.92 | نیمه شبِ حمامِ آب داغ می‌گیرد 
 243 |  743.19 |  746.25 | و بدنش را زیرِ نور برآورد می‌کند 
 244 |  746.58 |  749.85 | پیر شدنِ کمی شبیه‌یِ خسته شدن است 
 245 |  750.15 |  754.92 | اما خستگی‌ای که با هیچ مقداری از خواب جبران نمی‌شود 
 246 |  755.40 |  758.52 | هر سال کمی اوضاع بدتر میشود 
 247 |  758.94 |  763.77 | عکس مثلا بد امروز می‌شود عکسِ خوبِ سالِ بعد 
 248 |  764.22 |  767.34 | این ترفندِ محبتِ آمیزِ طبیعت است 
 249 |  767.55 |  771.18 | که همه چیز آنقدر تدریجی اتفاق می‌افتد 
 250 |  771.42 |  774.09 | که آنقدری که باید وحشت نکنیم 
 251 |  774.45 |  778.02 | روزی دستانِ ربیع هم کک و مکی می‌شود 
 252 |  778.35 |  780.72 | مثلِ دستانِ عموهایِ پیرش 
 253 |  780.93 |  782.82 | که در کودکی میشناخت 
 254 |  783.12 |  785.85 | هرآنچه برایِ دیگران اتفاق افتاده 
 255 |  786.12 |  789.06 | برایِ او نیز اتفاق خواهد_افتاد 
 256 |  789.33 |  791.40 | هیچ کس را گریزی نیست 
 257 |  791.82 |  794.91 | او مجموعه‌ای از سلولها و بافتهاست 
 258 |  795.12 |  797.67 | که با ظرافت و به طورِ پیچیده 
 259 |  797.88 |  799.26 | به هم پیوسته‌اند 
 260 |  799.53 |  802.11 | و در یک لحظه حیات یافته‌اند 
 261 |  802.38 |  808.05 | فقط برخوردی محکم یا یک سقوطِ لازم است تا دوباره بی جان شوند 
 262 |  808.41 |  812.28 | تمامِ جدیت و اهمیتِ برنامه‌هایِ ریبعِ 
 263 |  812.61 |  816.36 | وابسته است به یک جریانِ ثابتِ خون به مغزش 
 264 |  816.66 |  819.39 | از طریقِ شبکه‌یِ حساسی از مویرگ‌
 265 |  819.60 |  819.96 | ها 
 266 |  820.35 |  821.82 | اگر هر یک از آنها 
 267 |  822.06 |  825.00 | کوچکترین مشکلی برایش پیش بیاید 
 268 |  825.30 |  829.29 | احساسِ لطیفی که نسبت به زندگی پیدا کرده_است 
 269 |  829.53 |  831.63 | به ناگهان ازبین می‌رود 
 270 |  832.11 |  835.50 | او تنها مجموعه‌ای اتفاقی از اتم هاست 
 271 |  835.77 |  839.31 | که خواسته‌اند چند لحظه‌ای در عالمِ هستی 
 272 |  839.58 |  842.38 | در برابرِ آنتروپی یا بی نظمی 
 273 |  842.61 |  844.02 | مقاومت کنند 
 274 |  844.35 |  849.90 | او نمیداند کدام عضوِ بدنش زودتر از بقیه از کار می‌افتد 
 275 |  850.41 |  851.52 | ربیع صرفا 
 276 |  851.76 |  853.92 | مهمانیست که خویشتنش را 
 277 |  854.13 |  856.53 | با جهان اشتباه گرفته_است 
 278 |  856.80 |  858.60 | تصور می‌کرد او نیز 
 279 |  858.81 |  860.70 | ابژه‌ای با ثبات است 
 280 |  860.97 |  864.60 | مثلِ شهرِ ادینبرو یا درخت یا کتابِ 
 281 |  864.90 |  868.77 | درحالی که بیشتر شبیه‌یِ سایه است یا صدا 
 282 |  869.31 |  870.30 | از نظرِ او 
 283 |  870.54 |  873.24 | مرگ اصلا چیزِ بدی نخواهد_بود 
 284 |  873.60 |  875.70 | اجزایِ تشکیلِ دهنده‌یِ او 
 285 |  875.91 |  878.97 | دوباره پخش می‌شوند و باز میگردند 
 286 |  879.30 |  881.91 | زندگیِ تاحالا هم طولانی بوده 
 287 |  882.24 |  886.05 | و در نقطه‌ای که طرحِ کلی‌اش را اکنون در ذهن دارد 
 288 |  886.29 |  888.66 | خیلی زود وقت رها کردن 
 289 |  888.90 |  892.26 | و دادن جایِ خود به دیگران فرا می‌رسد 
 290 |  892.71 |  897.87 | یک روزِ عصر که از خیابانهایِ تاریک می‌گذرد تا به خانه برسد 
 291 |  898.17 |  901.08 | به یک مغازه‌یِ گلِ فروشی بر می‌خورد 
 292 |  901.53 |  904.56 | حتما بارها و بارها ازآنجا رد شده 
 293 |  904.92 |  906.30 | اما هرگز قبلا 
 294 |  906.51 |  909.45 | متوجه‌یِ آن گل فروشی نشده_است 
 295 |  909.84 |  911.16 | ویترینِ مغازه 
 296 |  911.40 |  912.99 | پرِ نور و روشن است 
 297 |  913.23 |  915.45 | و پر است از انواعِ گل‌ها 
 298 |  915.90 |  917.58 | واردِ مغازه می‌شود 
 299 |  917.82 |  921.60 | و خانومِ مسنی نیز به گرمی به او لبخند می‌زند 
 300 |  922.02 |  923.73 | اولین گل‌هایِ بومی 
 301 |  923.94 |  926.01 | که عمرِ کوتاهی هم دارند 
 302 |  926.22 |  929.25 | توجه‌یِ ربیع را به خود جلب می‌کنند 
 303 |  929.58 |  930.99 | گل‌هایِ برفیِ 
 304 |  931.35 |  933.45 | دستانِ زن را نگاه می‌کند 
 305 |  933.66 |  935.22 | که کاغذِ سفیدی 
 306 |  935.46 |  937.83 | دورِ دسته‌یِ گلِ کوچک میپیچد 
 307 |  938.16 |  939.96 | زن با لبخند می‌گوید 
 308 |  940.29 |  943.98 | باید برایِ یه ادم دوس داشتنی باشه درسته 
 309 |  944.43 |  945.93 | رویِ جواب می‌دهد 
 310 |  946.14 |  946.95 | همسرم 
 311 |  947.31 |  948.30 | زن می‌گوید 
 312 |  948.57 |  950.28 | چه خانمِ خوشبختی 
 313 |  950.73 |  954.18 | و گل‌ها را به همراه‌یِ بقیه‌یِ پولش به او می‌دهد 
 314 |  954.60 |  957.54 | ربیع دوست دارد زودتر به خانه برسد 
 315 |  957.78 |  958.71 | و در این مورد 
 316 |  958.92 |  962.52 | حرفِ زن گلِ فروشِ درست از آب در بیاید 
